OrderID,OrderNumber,Week,Date&Time,Comment,User,MerchandiseRevenue,PaymentMethod,POCID,Rating,Reasons,ShippingType,State,CorrectWeek,CorrectState
191817,14488,2,2017-01-07 16:25:09,,user387gmail.com,48.816,,25,5.0,,receber,SP,1,SP
191818,14489,2,2017-01-07 16:26:45,,user388gmail.com,196.38400000000001,,21,,,receber,SP,1,SP
191819,14490,2,2017-01-07 16:27:28,,user389gmail.com,34.464,,21,5.0,,receber,SP,1,SP
191914,14585,2,2017-01-07 21:21:11,,user406gmail.com,68.928,,30,,,receber,SP,1,SP
191922,14593,2,2017-01-07 21:42:08,,user412gmail.com,32.544000000000004,,25,,,retirar,SP,1,SP
191923,14594,2,2017-01-07 21:43:36,,user413gmail.com,42.048,,29,5.0,,receber,SP,1,SP
191938,14609,2,2017-01-07 22:27:53,,user427gmail.com,102.75200000000001,,27,5.0,,receber,SP,1,SP
191942,14613,2,2017-01-07 22:53:57,,user431gmail.com,57.40800000000001,,25,5.0,,receber,SP,1,SP
191943,14614,2,2017-01-07 23:04:38,,user392gmail.com,32.448,,28,5.0,,receber,SP,1,SP
191965,14636,2,2017-01-08 10:13:53,,user447gmail.com,29.880000000000003,,25,5.0,,receber,SP,1,SP
191966,14637,2,2017-01-08 10:43:33,,user448gmail.com,39.256,,30,5.0,,receber,SP,1,SP
191967,14638,2,2017-01-08 10:48:11,,user449gmail.com,28.992000000000004,,27,5.0,,receber,SP,1,SP
191985,14656,2,2017-01-08 12:28:58,,user463gmail.com,64.896,,23,,,receber,SP,1,SP
191993,14664,2,2017-01-08 13:05:02,,user470gmail.com,50.21600000000001,,29,,,receber,SP,1,SP
191994,14665,2,2017-01-08 13:12:26,,user471gmail.com,28.752,,27,5.0,,retirar,SP,1,SP
192012,14683,2,2017-01-08 15:29:34,,user487gmail.com,42.048,,21,5.0,,receber,SP,1,SP
192013,14684,2,2017-01-08 15:30:03,,user488gmail.com,48.672000000000004,,23,,,receber,SP,1,SP
192014,14685,2,2017-01-08 15:42:42,,user489gmail.com,105.408,,28,,,receber,SP,1,SP
192036,14707,2,2017-01-08 18:09:35,,user507gmail.com,59.879999999999995,,21,,,receber,SP,1,SP
192037,14708,2,2017-01-08 18:13:10,,user508gmail.com,59.760000000000005,,26,,,receber,SP,1,SP
192038,14709,2,2017-01-08 18:35:16,,user323gmail.com,62.304,,21,,,receber,SP,1,SP
192056,14727,2,2017-01-08 21:26:17,,user103gmail.com,53.136,,21,5.0,,receber,SP,1,SP
192064,14735,3,2017-01-09 16:10:30,,user523gmail.com,32.448,,21,,,receber,SP,2,SP
192065,14736,3,2017-01-09 16:28:50,,user524gmail.com,28.392000000000003,,21,,,receber,SP,2,SP
192083,14754,3,2017-01-09 19:35:20,,user538gmail.com,77.88,,21,5.0,,receber,SP,2,SP
192084,14755,3,2017-01-09 19:46:08,,user539gmail.com,29.344,,21,,,receber,SP,2,SP
192085,14756,3,2017-01-09 20:07:43,,user540gmail.com,28.704000000000004,,21,,,receber,SP,2,SP
192107,14778,3,2017-01-10 17:32:20,,user553gmail.com,117.424,,21,5.0,,receber,SP,2,SP
192108,14779,3,2017-01-10 17:43:56,,user183gmail.com,32.448,,21,5.0,,receber,SP,2,SP
192112,14783,3,2017-01-10 18:19:08,,user555gmail.com,35.424,,28,4.0,,receber,SP,2,SP
192127,14798,3,2017-01-10 19:42:56,,user151gmail.com,39.824000000000005,,24,5.0,,receber,SP,2,SP
192135,14806,3,2017-01-10 21:14:54,,user574gmail.com,59.760000000000005,,21,4.0,,receber,SP,2,SP
192136,14807,3,2017-01-10 21:30:12,,user541gmail.com,28.752,,21,5.0,,receber,SP,2,SP
192154,14825,3,2017-01-11 16:16:50,,user588gmail.com,38.327999999999996,,21,5.0,,receber,SP,2,SP
192155,14826,3,2017-01-11 16:36:26,,user167gmail.com,32.448,,18,5.0,,receber,SP,2,SP
192156,14827,3,2017-01-11 16:42:09,,user96gmail.com,57.504,,22,,,receber,SP,2,SP
192178,14849,3,2017-01-11 19:15:20,,user604gmail.com,43.92,,21,5.0,,receber,SP,2,SP
192182,14853,3,2017-01-11 19:36:58,,user607gmail.com,41.536,,21,5.0,,receber,SP,2,SP
192183,14854,3,2017-01-11 19:38:20,,user608gmail.com,70.848,,21,,,receber,SP,2,SP
192198,14869,3,2017-01-11 21:17:05,,user433gmail.com,48.816,,21,5.0,,receber,SP,2,SP
192206,14877,3,2017-01-11 21:59:21,,user368gmail.com,42.048,,26,,,receber,SP,2,SP
192207,14878,3,2017-01-12 09:41:34,,user129gmail.com,230.016,,23,5.0,,receber,SP,2,SP
192225,14896,3,2017-01-12 15:38:16,,user632gmail.com,52.704,,21,5.0,,agendar,SP,2,SP
192226,14897,3,2017-01-12 16:17:25,,user113gmail.com,86.11200000000001,,26,5.0,,receber,SP,2,SP
192227,14898,3,2017-01-12 16:17:48,,user633gmail.com,57.504,,21,,,receber,SP,2,SP
192252,14923,3,2017-01-12 19:16:39,,user653gmail.com,105.408,,21,,,receber,SP,2,SP
192253,14924,3,2017-01-12 19:22:07,,user654gmail.com,32.544000000000004,,28,5.0,,receber,SP,2,SP
192254,14925,3,2017-01-12 19:28:57,,user655gmail.com,43.92,,21,,,receber,SP,2,SP
192272,14943,3,2017-01-12 21:15:12,,user650gmail.com,52.704,,21,,,receber,SP,2,SP
192277,14948,3,2017-01-12 21:51:10,,user673gmail.com,56.400000000000006,,18,5.0,,receber,SP,2,SP
192279,14950,3,2017-01-12 21:57:51,,user674gmail.com,28.704000000000004,,20,5.0,,receber,SP,2,SP
192297,14968,3,2017-01-13 12:21:13,,user687gmail.com,28.592000000000002,,19,5.0,,receber,SP,2,SP
192298,14969,3,2017-01-13 12:27:28,,user688gmail.com,64.896,,28,5.0,,receber,SP,2,SP
192299,14970,3,2017-01-13 13:19:00,,user78gmail.com,64.896,,18,5.0,,receber,SP,2,SP
192324,14995,3,2017-01-13 16:33:14,,user702gmail.com,32.544000000000004,,25,5.0,,receber,SP,2,SP
192325,14996,3,2017-01-13 16:45:18,,user703gmail.com,32.448,,25,5.0,,receber,SP,2,SP
192326,14997,3,2017-01-13 16:51:49,,user704gmail.com,57.504,,25,,,receber,SP,2,SP
192344,15015,3,2017-01-13 18:18:35,,user716gmail.com,32.448,,22,,,receber,SP,2,SP
192349,15020,3,2017-01-13 18:33:22,,user720gmail.com,89.88,,24,,,receber,SP,2,SP
192353,15024,3,2017-01-13 18:49:45,,user724gmail.com,35.424,,23,5.0,,receber,SP,2,SP
192370,15041,3,2017-01-13 19:50:03,,user737gmail.com,59.760000000000005,,21,5.0,,receber,SP,2,SP
192371,15042,3,2017-01-13 19:50:17,,user738gmail.com,48.816,,30,,,receber,SP,2,SP
192375,15046,3,2017-01-13 20:01:28,,user78gmail.com,48.672000000000004,,18,5.0,,receber,SP,2,SP
192397,15068,3,2017-01-13 20:57:34,,user756gmail.com,47.808,,22,,,receber,SP,2,SP
192398,15069,3,2017-01-13 21:00:13,,user757gmail.com,29.880000000000003,,26,5.0,,receber,SP,2,SP
192399,15070,3,2017-01-13 21:00:36,,user758gmail.com,71.904,,25,,,receber,SP,2,SP
192417,15088,3,2017-01-13 22:06:21,,user774gmail.com,42.048,,30,,,receber,SP,2,SP
192425,15096,3,2017-01-13 22:34:10,,user781gmail.com,43.92,,21,,,receber,SP,2,SP
192426,15097,3,2017-01-13 22:35:14,,user782gmail.com,30.304000000000002,,29,,,receber,SP,2,SP
192441,15112,3,2017-01-14 00:54:05,,user795gmail.com,34.464,,26,,,receber,SP,2,SP
192445,15116,3,2017-01-14 08:12:59,,user798gmail.com,1141.9040000000002,,22,5.0,,receber,SP,2,SP
192446,15117,3,2017-01-14 08:27:33,,user799gmail.com,28.512,,23,,,receber,SP,2,SP
192470,15141,3,2017-01-14 12:20:07,,user81gmail.com,28.752,,25,5.0,,receber,SP,2,SP
192471,15142,3,2017-01-14 12:32:45,,user624gmail.com,105.408,,21,5.0,,receber,SP,2,SP
192472,15143,3,2017-01-14 12:36:44,,user482gmail.com,28.672000000000004,,22,,,receber,SP,2,SP
192492,15163,3,2017-01-14 14:50:37,,user830gmail.com,28.392000000000003,,21,5.0,,receber,SP,2,SP
192501,15172,3,2017-01-14 15:22:22,,user836gmail.com,35.136,,24,,,receber,SP,2,SP
192502,15173,3,2017-01-14 15:25:58,,user837gmail.com,35.952,,25,,,receber,SP,2,SP
192520,15191,3,2017-01-14 16:47:57,,user852gmail.com,64.896,,28,,,receber,SP,2,SP
192521,15192,3,2017-01-14 16:49:02,,user487gmail.com,28.680000000000003,,21,5.0,,receber,SP,2,SP
192522,15193,3,2017-01-14 16:49:06,,user853gmail.com,38.327999999999996,,21,5.0,,receber,SP,2,SP
192545,15216,3,2017-01-14 17:54:33,,user872gmail.com,32.448,,18,5.0,,receber,SP,2,SP
192546,15217,3,2017-01-14 17:59:19,,user873gmail.com,39.144000000000005,,21,5.0,,receber,SP,2,SP
192547,15218,3,2017-01-14 18:01:17,,user874gmail.com,32.448,,27,5.0,,receber,SP,2,SP
192565,15236,3,2017-01-14 19:06:18,,user887gmail.com,32.448,,19,,,receber,SP,2,SP
192573,15244,3,2017-01-14 19:25:07,,user893gmail.com,29.880000000000003,,21,,,receber,SP,2,SP
192574,15245,3,2017-01-14 19:25:12,,user683gmail.com,53.136,,19,5.0,,receber,SP,2,SP
192592,15263,3,2017-01-14 20:12:39,,user307gmail.com,29.896,,22,5.0,,receber,SP,2,SP
192593,15264,3,2017-01-14 20:17:33,,user906gmail.com,28.704000000000004,,21,5.0,,receber,SP,2,SP
192594,15265,3,2017-01-14 20:21:39,,user907gmail.com,28.704000000000004,,20,,,receber,SP,2,SP
192616,15287,3,2017-01-14 21:29:15,,user631gmail.com,59.760000000000005,,21,5.0,,receber,SP,2,SP
192617,15288,3,2017-01-14 21:30:19,,user925gmail.com,28.727999999999998,,18,,,receber,SP,2,SP
192621,15292,3,2017-01-14 21:40:03,,user928gmail.com,29.160000000000004,,21,,,receber,SP,2,SP
192637,15308,3,2017-01-14 22:26:40,,user787gmail.com,38.336000000000006,,21,5.0,,receber,SP,2,SP
192645,15316,3,2017-01-14 22:49:27,,user947gmail.com,59.760000000000005,,26,5.0,,receber,SP,2,SP
192646,15317,3,2017-01-14 22:50:23,,user948gmail.com,32.544000000000004,,21,,,receber,SP,2,SP
192667,15338,3,2017-01-15 00:44:34,,user961gmail.com,52.704,,20,5.0,,receber,SP,2,SP
192668,15339,3,2017-01-15 01:03:44,,user903gmail.com,43.92,,20,,,receber,SP,2,SP
192669,15340,3,2017-01-15 02:25:31,,user962gmail.com,28.680000000000003,,29,5.0,,receber,SP,2,SP
192691,15362,3,2017-01-15 11:54:06,,user978gmail.com,29.880000000000003,,26,,,receber,SP,2,SP
192695,15366,3,2017-01-15 12:02:40,,user981gmail.com,32.448,,22,,,receber,SP,2,SP
192696,15367,3,2017-01-15 12:04:34,,user482gmail.com,28.656000000000002,,22,,,receber,SP,2,SP
192711,15382,3,2017-01-15 13:02:49,,user968gmail.com,29.880000000000003,,30,,,receber,SP,2,SP
192719,15390,3,2017-01-15 13:33:41,,user994gmail.com,28.208,,23,5.0,,receber,SP,2,SP
192720,15391,3,2017-01-15 13:38:34,,user468gmail.com,43.128,,28,5.0,,receber,SP,2,SP
192738,15409,3,2017-01-15 15:01:18,,user495gmail.com,62.304,,20,5.0,,receber,SP,2,SP
192739,15410,3,2017-01-15 15:06:24,,user1005gmail.com,40.176,,19,5.0,,receber,SP,2,SP
192740,15411,3,2017-01-15 15:14:09,,user478gmail.com,32.448,,27,5.0,,retirar,SP,2,SP
192765,15436,3,2017-01-15 17:31:29,,user966gmail.com,29.880000000000003,,29,5.0,,receber,SP,2,SP
192766,15437,3,2017-01-15 17:32:31,,user1022gmail.com,63.072,,29,5.0,,receber,SP,2,SP
192767,15438,3,2017-01-15 17:40:03,,user1023gmail.com,32.448,,19,,,receber,SP,2,SP
192785,15456,3,2017-01-15 19:18:24,,user1039gmail.com,29.880000000000003,,26,5.0,,receber,SP,2,SP
192790,15461,3,2017-01-15 19:47:38,,user1043gmail.com,30.544,,19,5.0,,receber,SP,2,SP
192791,15462,3,2017-01-15 19:49:07,,user601gmail.com,70.16000000000001,,21,,,receber,SP,2,SP
192809,15480,4,2017-01-16 15:33:20,,user1059gmail.com,31.944000000000003,,21,,,receber,SP,3,SP
192810,15481,4,2017-01-16 16:01:36,,user518gmail.com,928.0799999999999,,22,5.0,,receber,SP,3,SP
192811,15482,4,2017-01-16 16:02:11,,user526gmail.com,28.983999999999998,,21,5.0,,receber,SP,3,SP
192836,15507,4,2017-01-17 07:49:09,,user623gmail.com,210.24,,26,,,agendar,SP,3,SP
192837,15508,4,2017-01-17 07:50:55,,user623gmail.com,210.24,,26,5.0,,agendar,SP,3,SP
192838,15509,4,2017-01-17 08:38:07,,user525gmail.com,136.64000000000001,,21,,,agendar,SP,3,SP
192856,15527,4,2017-01-17 18:05:44,,user727gmail.com,57.504,,19,,,receber,SP,3,SP
192861,15532,4,2017-01-17 18:25:08,,user295gmail.com,36.992000000000004,,21,,,receber,SP,3,SP
192865,15536,4,2017-01-17 18:48:03,,user1082gmail.com,29.960000000000004,,21,,,receber,SP,3,SP
192880,15551,4,2017-01-17 20:32:11,,user1093gmail.com,43.912000000000006,,21,,,receber,SP,3,SP
192881,15552,4,2017-01-17 20:37:24,,user1094gmail.com,28.752,,21,,,receber,SP,3,SP
192885,15556,4,2017-01-17 21:31:06,,user517gmail.com,28.704000000000004,,24,,,receber,SP,3,SP
192907,15578,4,2017-01-18 15:25:21,,user1113gmail.com,32.544000000000004,,21,,,receber,SP,3,SP
192908,15579,4,2017-01-18 15:33:47,,user1114gmail.com,28.752,,21,,,receber,SP,3,SP
192909,15580,4,2017-01-18 15:38:16,,user1115gmail.com,32.448,,27,,,retirar,SP,3,SP
192927,15598,4,2017-01-18 18:52:35,,user1124gmail.com,38.336000000000006,,21,5.0,,receber,SP,3,SP
192935,15606,4,2017-01-18 19:28:53,,user1131gmail.com,30.32,,33,5.0,,receber,RJ,3,RJ
192936,15607,4,2017-01-18 19:32:46,,user180gmail.com,28.752,,25,5.0,,receber,SP,3,SP
192951,15622,4,2017-01-18 21:46:43,,user103gmail.com,53.136,,21,,,receber,SP,3,SP
192955,15626,4,2017-01-18 23:15:12,,user1149gmail.com,29.496,,30,,,receber,SP,3,SP
192956,15627,4,2017-01-19 10:34:54,,user848gmail.com,32.448,,23,5.0,,receber,SP,3,SP
192978,15649,4,2017-01-19 17:00:31,,user276gmail.com,115.008,,27,,,receber,SP,3,SP
192979,15650,4,2017-01-19 17:03:15,,user1161gmail.com,28.72,,33,5.0,,receber,RJ,3,RJ
192980,15651,4,2017-01-19 17:05:59,,user1121gmail.com,32.448,,28,5.0,,receber,SP,3,SP
192998,15669,4,2017-01-19 19:01:42,,user1176gmail.com,68.928,,21,5.0,,receber,SP,3,SP
193006,15677,4,2017-01-19 19:51:31,,user1181gmail.com,28.032,,26,1.0,,receber,SP,3,SP
193007,15678,4,2017-01-19 19:52:30,,user20gmail.com,32.544000000000004,,30,5.0,,receber,SP,3,SP
193025,15696,4,2017-01-19 22:51:31,,user672gmail.com,35.952,,21,,,receber,SP,3,SP
193026,15697,4,2017-01-19 23:29:29,,user1191gmail.com,30.32,,33,4.0,,receber,RJ,3,RJ
193027,15698,4,2017-01-19 23:43:18,,user1192gmail.com,28.680000000000003,,26,,,receber,SP,3,SP
193049,15722,4,2017-01-20 16:43:34,,user1203gmail.com,70.848,,30,,,receber,SP,3,SP
193050,15723,4,2017-01-20 16:46:56,,user251gmail.com,28.776,,28,,,receber,SP,3,SP
193051,15725,4,2017-01-20 17:00:48,,user1204gmail.com,42.504000000000005,,25,,,receber,SP,3,SP
193069,15744,4,2017-01-20 18:11:50,,user1214gmail.com,44.72,,21,,,receber,SP,3,SP
193077,15752,4,2017-01-20 18:29:23,,user1219gmail.com,32.448,,27,,,retirar,SP,3,SP
193078,15753,4,2017-01-20 18:30:18,,user1220gmail.com,30.056,,33,5.0,,receber,RJ,3,RJ
193096,15771,4,2017-01-20 18:49:21,,user1233gmail.com,63.072,,21,,,receber,SP,3,SP
193097,15772,4,2017-01-20 18:51:41,,user1234gmail.com,68.928,,25,5.0,,receber,SP,3,SP
193098,15773,4,2017-01-20 18:52:10,,user1235gmail.com,68.928,,21,,,receber,SP,3,SP
193120,15795,4,2017-01-20 19:59:42,,user1248gmail.com,30.624000000000002,,33,5.0,,receber,RJ,3,RJ
193121,15796,4,2017-01-20 20:00:20,,user1249gmail.com,28.376,,33,,,receber,RJ,3,RJ
193125,15800,4,2017-01-20 20:05:41,,user1252gmail.com,81.12,,27,5.0,,receber,SP,3,SP
193140,15815,4,2017-01-20 20:44:38,,user1223gmail.com,35.136,,21,5.0,,receber,SP,3,SP
193148,15823,4,2017-01-20 20:57:23,,user1269gmail.com,37.992000000000004,,27,,,receber,SP,3,SP
193149,15824,4,2017-01-20 20:57:46,,user297gmail.com,57.40800000000001,,24,,,receber,SP,3,SP
193167,15842,4,2017-01-20 21:44:55,,user1283gmail.com,100.608,,21,4.0,,receber,SP,3,SP
193168,15843,4,2017-01-20 21:49:42,,user1284gmail.com,22.504,,20,5.0,,receber,SP,3,SP
193169,15844,4,2017-01-20 21:50:38,,user1278gmail.com,67.104,,21,5.0,,receber,SP,3,SP
193191,15866,4,2017-01-20 23:43:04,,user1299gmail.com,51.92000000000001,,21,5.0,,receber,SP,3,SP
193195,15870,4,2017-01-21 00:36:48,,user1302gmail.com,84.096,,20,,,receber,SP,3,SP
193196,15871,4,2017-01-21 02:20:50,,user878gmail.com,42.048,,30,5.0,,receber,SP,3,SP
193211,15886,4,2017-01-21 11:32:33,,user73gmail.com,435.52,,21,,,receber,SP,3,SP
193219,15894,4,2017-01-21 12:36:35,,user309gmail.com,105.408,,21,2.0,,receber,SP,3,SP
193220,15895,4,2017-01-21 12:40:06,,user1313gmail.com,28.752,,25,5.0,,receber,SP,3,SP
193238,15913,4,2017-01-21 14:24:23,,user984gmail.com,32.448,,28,,,receber,SP,3,SP
193239,15914,4,2017-01-21 14:35:25,,user870gmail.com,28.392000000000003,,22,,,receber,SP,3,SP
193240,15915,4,2017-01-21 14:42:39,,user632gmail.com,45.92,,21,5.0,,receber,SP,3,SP
193265,15940,4,2017-01-21 16:15:23,,user1334gmail.com,30.672000000000004,,21,,,receber,SP,3,SP
193266,15941,4,2017-01-21 16:17:24,,user1335gmail.com,37.856,,21,,,receber,SP,3,SP
193267,15942,4,2017-01-21 16:28:18,,user1336gmail.com,28.72,,21,5.0,,receber,SP,3,SP
193285,15960,4,2017-01-21 17:02:38,,user129gmail.com,115.008,,23,5.0,,receber,SP,3,SP
193290,15965,4,2017-01-21 17:04:24,,user1347gmail.com,527.04,,21,,,retirar,SP,3,SP
193291,15966,4,2017-01-21 17:05:05,,user1347gmail.com,527.04,,21,,,retirar,SP,3,SP
193309,15984,4,2017-01-21 17:24:49,,user1352gmail.com,42.048,,20,3.0,,receber,SP,3,SP
193310,15985,4,2017-01-21 17:29:33,,user703gmail.com,32.448,,25,5.0,,receber,SP,3,SP
193311,15986,4,2017-01-21 17:33:42,,user1353gmail.com,32.448,,25,,,retirar,SP,3,SP
193336,16011,4,2017-01-21 18:26:12,,user1371gmail.com,63.072,,21,,,receber,SP,3,SP
193337,16012,4,2017-01-21 18:33:33,,user1372gmail.com,107.232,,21,5.0,,receber,SP,3,SP
193338,16013,4,2017-01-21 18:34:10,,user652gmail.com,68.928,,30,5.0,,receber,SP,3,SP
193356,16031,4,2017-01-21 19:12:18,,user1384gmail.com,56.92000000000001,,20,,,receber,SP,3,SP
193361,16036,4,2017-01-21 19:23:37,,user1389gmail.com,89.64,,25,,,receber,SP,3,SP
193365,16040,4,2017-01-21 19:30:04,,user1393gmail.com,59.504,,24,,,receber,SP,3,SP
193380,16055,4,2017-01-21 19:51:16,,user1405gmail.com,31.936000000000003,,21,5.0,,receber,SP,3,SP
193381,16056,4,2017-01-21 19:53:27,,user335gmail.com,61.800000000000004,,21,5.0,,receber,SP,3,SP
193385,16060,4,2017-01-21 19:58:58,,user1409gmail.com,52.704,,21,5.0,,receber,SP,3,SP
193407,16082,4,2017-01-21 20:53:22,,user937gmail.com,32.448,,20,5.0,,receber,SP,3,SP
193408,16083,4,2017-01-21 20:54:15,,user1426gmail.com,57.40800000000001,,28,5.0,,receber,SP,3,SP
193409,16084,4,2017-01-21 20:55:10,,user1427gmail.com,32.744,,25,,,receber,SP,3,SP
193427,16102,4,2017-01-21 21:45:58,,user1438gmail.com,40.368,,30,5.0,,retirar,SP,3,SP
193435,16110,4,2017-01-21 21:55:14,,user1443gmail.com,42.32,,21,5.0,,receber,SP,3,SP
193436,16111,4,2017-01-21 21:55:30,,user1444gmail.com,32.448,,23,,,receber,SP,3,SP
193451,16126,4,2017-01-21 23:09:42,,user1452gmail.com,47.92,,24,5.0,,receber,SP,3,SP
193455,16130,4,2017-01-21 23:23:58,,user308gmail.com,65.888,,20,4.0,,receber,SP,3,SP
193456,16131,4,2017-01-21 23:26:09,,user1455gmail.com,89.64,,26,,,receber,SP,3,SP
193478,16153,4,2017-01-22 11:39:03,,user1469gmail.com,28.752,,22,,,receber,SP,3,SP
193479,16154,4,2017-01-22 11:41:38,,user1470gmail.com,34.464,,29,5.0,,receber,SP,3,SP
193480,16155,4,2017-01-22 12:01:13,,user1471gmail.com,34.464,,30,4.0,,receber,SP,3,SP
193498,16173,4,2017-01-22 13:36:23,,user1481gmail.com,31.936000000000003,,18,,,receber,SP,3,SP
